"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Starts";"Min";"Gls";"Ast";"PK";"PKatt";"CrdY";"CrdR";"Gls_per_match";"Ast_per_match";"G_A_per_match";"G_PK_per_match";"G_A_PK_per_match";"Matches"
316;Douglas Santos\Douglas-Santos;br BRA;DFMF;Zenit;25;1994;20;20;1800;0;1;0;0;3;0;0.00;0.05;0.05;0.00;0.05;Matches
317;Lucas Santos\Lucas-Santos;br BRA;FW;CSKA Moscow;20;1999;2;0;56;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
318;Pablo Santos\Pablo-Santos;br BRA;DF;Rubin Kazan;27;1992;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
319;Aleksandr Saplinov\Aleksandr-Saplinov;ru RUS;MF;Rostov;21;1997;13;2;340;1;0;0;0;3;0;0.26;0.00;0.26;0.26;0.26;Matches
320;Zvonimir Šarlija\Zvonimir-Sarlija;hr CRO;DF;CSKA Moscow;22;1996;11;6;740;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;Matches
321;André Schürrle\Andre-Schurrle;de GER;FWMF;Spartak Moscow;28;1990;13;9;829;1;2;0;0;3;0;0.11;0.22;0.33;0.11;0.33;Matches
322;Andrei Semyonov\Andrei-Semyonov;ru RUS;DF;Akhmat Grozny;30;1989;20;20;1800;1;0;0;0;3;0;0.05;0.00;0.05;0.05;0.05;Matches
323;Nikita Sergeev\Nikita-Sergeev;ru RUS;FW;Krasnodar;19;1999;1;0;2;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
324;Vitali Shakhov\Vitali-Shakhov;ru RUS;DF;Orenburg;28;1991;13;13;1107;0;0;0;0;5;1;0.00;0.00;0.00;0.00;0.00;Matches
325;Pavel Shakuro\Pavel-Shakuro;ru RUS;DF;Sochi;22;1997;2;1;120;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
326;Yegor Shamov\Yegor-Shamov;ru RUS;GK;Arsenal Tula;25;1994;5;5;450;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
327;Oleg Shatov\Oleg-Shatov;ru RUS;MF;Zenit;29;1990;8;4;446;2;2;0;0;1;0;0.40;0.40;0.81;0.40;0.81;Matches
328;Giorgi Shelia\Giorgi-Shelia;ru RUS;GK;Tambov;30;1988;20;20;1800;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
329;Ramil Sheydayev\Ramil-Sheydayev;az AZE;FW;Dynamo Mosc;23;1996;8;5;502;0;1;0;0;0;0;0.00;0.18;0.18;0.00;0.18;Matches
330;Ilya Shkurin\Ilya-Shkurin;by BLR;FW;CSKA Moscow;19;1999;1;0;18;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
331;Eldor Shomurodov\Eldor-Shomurodov;uz UZB;FW;Rostov;24;1995;20;20;1740;11;4;0;0;3;0;0.57;0.21;0.78;0.57;0.78;Matches
332;Anton Shunin\Anton-Shunin;ru RUS;GK;Dynamo Mosc;32;1987;14;14;1184;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
333;Anton Shvets\Anton-Shvets;ru RUS;MFDF;Akhmat Grozny;26;1993;14;11;998;0;0;0;0;4;1;0.00;0.00;0.00;0.00;0.00;Matches
334;Björn Sigurðarson\Bjorn-Sigurdarson;is ISL;FW;Rostov;28;1991;6;1;149;2;0;0;0;1;0;1.21;0.00;1.21;1.21;1.21;Matches
335;Arnór Sigurðsson\Arnor-Sigurdsson;is ISL;FWMF;CSKA Moscow;20;1999;14;12;906;2;0;0;0;2;0;0.20;0.00;0.20;0.20;0.20;Matches
336;Ragnar Sigurðsson\Ragnar-Sigurdsson;is ISL;DF;Rostov;33;1986;13;12;1084;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
337;Ismael Silva Lima\Ismael-Silva-Lima;br BRA;MF;Akhmat Grozny;24;1994;20;19;1701;0;1;0;0;3;0;0.00;0.05;0.05;0.00;0.05;Matches
338;Ricardo Alves Coelho Silva\Ricardo-Alves-Coelho-Silva;pt POR;MF;Orenburg;26;1993;17;17;1388;3;3;0;0;1;0;0.19;0.19;0.39;0.19;0.39;Matches
339;Mikhail Sivakow\Mikhail-Sivakow;by BLR;DF;Orenburg;31;1988;11;9;862;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
340;Žiga Škoflek\Ziga-Skoflek;si SVN;MFFW;Orenburg;25;1994;7;5;374;1;1;0;0;2;0;0.24;0.24;0.48;0.24;0.48;Matches
341;Dmitri Skopintsev\Dmitri-Skopintsev;ru RUS;MF;Dynamo Mosc;22;1997;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
342;Dmitri Skopintsev\Dmitri-Skopintsev;ru RUS;MF;Krasnodar;22;1997;5;2;219;1;0;0;0;1;0;0.41;0.00;0.41;0.41;0.41;Matches
343;Igor Smolnikov\Igor-Smolnikov;ru RUS;DF;Zenit;30;1988;8;8;623;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
344;Fyodor Smolov\Fyodor-Smolov;ru RUS;FW;Loko Moscow;29;1990;14;10;924;3;3;1;1;1;0;0.29;0.29;0.58;0.19;0.49;Matches
345;Aleksandr Sobolev\Aleksandr-Sobolev;ru RUS;FW;Samara;22;1997;18;18;1583;10;3;2;4;5;0;0.57;0.17;0.74;0.45;0.63;Matches
346;Aleksandr Sobolev\Aleksandr-Sobolev;ru RUS;FW;Spartak Moscow;22;1997;1;1;83;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
347;Yegor Sorokin\Yegor-Sorokin;ru RUS;DF;Krasnodar;23;1995;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
348;Yegor Sorokin\Yegor-Sorokin;ru RUS;DF;Rubin Kazan;23;1995;14;13;1241;0;0;0;0;2;0;0.00;0.00;0.00;0.00;0.00;Matches
349;Samba Sow\Samba-Sow;ml MLI;MF;Dynamo Mosc;30;1989;1;0;10;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
350;Uroš Spajić\Uros-Spajic;rs SRB;DF;Krasnodar;26;1993;15;15;1350;1;0;0;0;5;0;0.07;0.00;0.07;0.07;0.07;Matches
351;Carl Starfelt\Carl-Starfelt;se SWE;DF;Rubin Kazan;24;1995;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
352;Danil Stepanov\Danil-Stepanov;ru RUS;DF;Rubin Kazan;19;2000;9;7;677;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;Matches
353;Dmitry Stotsky\Dmitry-Stotsky;ru RUS;DFMF;Krasnodar;29;1989;12;8;720;0;2;0;0;0;0;0.00;0.25;0.25;0.00;0.25;Matches
354;Aleksandr Sukhov\Aleksandr-Sukhov;ru RUS;DFMF;Ufa;33;1986;20;20;1800;0;2;0;0;4;0;0.00;0.10;0.10;0.00;0.10;Matches
355;Timur Suleimanov\Timur-Suleimanov;ru RUS;FW;Loko Moscow;19;2000;1;0;5;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
356;Magomed-Shapi Suleymanov\Magomed-Shapi-Suleymanov;ru RUS;MFFW;Krasnodar;19;1999;18;11;1140;4;4;0;0;4;0;0.32;0.32;0.63;0.32;0.63;Matches
357;Toni Šunjić\Toni-Sunjic;ba BIH;DF;Dynamo Mosc;30;1988;14;12;1089;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;Matches
358;Aleksei Sutormin\Aleksei-Sutormin;ru RUS;MF;Zenit;25;1994;16;6;679;2;1;0;0;2;0;0.27;0.13;0.40;0.27;0.40;Matches
359;Mamadou Sylla\Mamadou-Sylla;sn SEN;MF;Orenburg;25;1994;1;1;66;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
360;Dmitri Sysuyev\Dmitri-Sysuyev;ru RUS;MF;Ufa;31;1988;2;1;84;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
361;Damian Szymański\Damian-Szymanski;pl POL;MF;Akhmat Grozny;24;1995;4;2;179;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
362;Sebastian Szymański\Sebastian-Szymanski;pl POL;MF;Dynamo Mosc;20;1999;19;17;1474;1;1;0;0;5;0;0.06;0.06;0.12;0.06;0.12;Matches
363;Jemal Tabidze\Jemal-Tabidze;ge GEO;DF;Ufa;23;1996;16;16;1417;1;1;0;0;2;0;0.06;0.06;0.13;0.06;0.13;Matches
364;Soslan Takazov\Soslan-Takazov;ru RUS;DFMF;Tambov;26;1993;15;13;1175;1;0;0;0;4;0;0.08;0.00;0.08;0.08;0.08;Matches
365;Aleksandr Tashayev\Aleksandr-Tashayev;ru RUS;MF;Spartak Moscow;25;1994;3;1;75;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
366;Aleksandr Tashayev\Aleksandr-Tashayev;ru RUS;MF;Rubin Kazan;25;1994;7;7;571;0;0;0;0;3;0;0.00;0.00;0.00;0.00;0.00;Matches
367;Anton Terekhov\Anton-Terekhov;ru RUS;MF;Samara;21;1998;10;1;235;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
368;Sergei Terekhov\Sergei-Terekhov;ru RUS;DF;Orenburg;29;1990;19;19;1710;0;2;0;0;3;0;0.00;0.11;0.11;0.00;0.11;Matches
369;Denis Terentyev\Denis-Terentyev;ru RUS;DF;Zenit;26;1992;2;1;117;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
370;Denis Terentyev\Denis-Terentyev;ru RUS;DF;Ufa;26;1992;5;2;159;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
371;Guram Tetrashvili\Guram-Tetrashvili;ru RUS;MFDF;Tambov;30;1988;19;19;1706;0;2;0;0;6;0;0.00;0.11;0.11;0.00;0.11;Matches
372;Olivier Thill\Olivier-Thill;lu LUX;MFFW;Ufa;22;1996;18;15;1188;0;2;0;0;2;0;0.00;0.15;0.15;0.00;0.15;Matches
373;Nair Tiknizyan\Nair-Tiknizyan;ru RUS;MF;CSKA Moscow;20;1999;1;0;1;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
374;Guus Til\Guus-Til;nl NED;MFFW;Spartak Moscow;21;1997;14;10;896;1;2;0;0;3;0;0.10;0.20;0.30;0.10;0.30;Matches
375;Artyom Timofeyev\Artyom-Timofeyev;ru RUS;MF;Samara;25;1994;13;10;887;0;1;0;0;1;0;0.00;0.10;0.10;0.00;0.10;Matches
376;Sergei Tkachyov\Sergei-Tkachyov;ru RUS;MFFW;Arsenal Tula;30;1989;18;16;1378;1;7;0;0;2;0;0.07;0.46;0.52;0.07;0.52;Matches
377;Ibragim Tsallagov\Ibragim-Tsallagov;ru RUS;MF;Sochi;28;1990;18;17;1515;1;0;0;0;6;0;0.06;0.00;0.06;0.06;0.06;Matches
378;Alexandru Tudorie\Alexandru-Tudorie;ro ROU;FW;Arsenal Tula;23;1996;7;2;202;1;0;0;0;0;0;0.45;0.00;0.45;0.45;0.45;Matches
379;Roman Tugarev\Roman-Tugarev;ru RUS;MF;Loko Moscow;21;1998;5;1;143;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
380;Nail Umyarov\Nail-Umyarov;ru RUS;MF;Spartak Moscow;19;2000;10;8;709;0;0;0;0;4;0;0.00;0.00;0.00;0.00;0.00;Matches
381;Filip Uremović\Filip-Uremovic;hr CRO;DF;Rubin Kazan;22;1997;17;17;1530;0;0;0;0;8;0;0.00;0.00;0.00;0.00;0.00;Matches
382;Oston Urunov\Oston-Urunov;uz UZB;MF;Ufa;18;2000;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
383;Mohammed Usman\Mohammed-Usman;ng NGA;FW;Tambov;25;1994;1;1;25;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
384;Daniil Utkin\Daniil-Utkin;ru RUS;MF;Krasnodar;19;1999;13;5;470;2;1;0;0;1;0;0.38;0.19;0.57;0.38;0.57;Matches
385;Rizvan Utsiyev\Rizvan-Utsiyev;ru RUS;DFMF;Akhmat Grozny;31;1988;13;13;1086;0;1;0;0;3;1;0.00;0.08;0.08;0.00;0.08;Matches
386;Maksim Valadzko\Maksim-Valadzko;by BLR;DFMF;Arsenal Tula;26;1992;1;0;75;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
387;Viktor Vasin\Viktor-Vasin;ru RUS;DF;CSKA Moscow;30;1988;5;5;393;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
388;Danila Vedernikov\Danila-Vedernikov;ru RUS;DF;Rostov;18;2001;1;0;3;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
389;Tonny Vilhena\Tonny-Vilhena;nl NED;MF;Krasnodar;24;1995;17;17;1490;2;0;0;0;6;1;0.12;0.00;0.12;0.12;0.12;Matches
390;Aleksei Vladimirovich Rybin\Aleksei-Vladimirovich-Rybin;ru RUS;DFMF;Tambov;31;1988;12;12;1027;0;1;0;0;1;0;0.00;0.09;0.09;0.00;0.09;Matches
391;Nikola Vlašić\Nikola-Vlasic;hr CRO;MFFW;CSKA Moscow;21;1997;20;20;1771;7;4;2;3;2;0;0.36;0.20;0.56;0.25;0.46;Matches
392;Andrés Vombergar\Andres-Vombergar;si SVN;FW;Ufa;24;1994;9;2;256;1;0;0;0;3;0;0.35;0.00;0.35;0.35;0.35;Matches
393;Wanderson\Wanderson;br BRA;FWMF;Krasnodar;24;1994;13;12;1127;2;2;0;0;2;0;0.16;0.16;0.32;0.16;0.32;Matches
394;Maciej Wilusz\Maciej-Wilusz;pl POL;DF;Ural;30;1988;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
395;Dmitry Yefremov\Dmitry-Yefremov;ru RUS;MF;CSKA Moscow;24;1995;2;1;28;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
396;Andrei Yegorychev\Andrei-Yegorychev;ru RUS;MF;Ural;26;1993;17;9;922;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
397;Roman Yemelyanov\Roman-Yemelyanov;ru RUS;DFMF;Ural;27;1992;9;9;751;0;0;0;0;5;1;0.00;0.00;0.00;0.00;0.00;Matches
398;Andrey Yeshchenko\Andrey-Yeshchenko;ru RUS;DF;Spartak Moscow;35;1984;8;6;492;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
399;Roman Yevgenyev\Roman-Yevgenyev;ru RUS;DF;Dynamo Mosc;20;1999;12;9;841;0;1;0;0;3;0;0.00;0.11;0.11;0.00;0.11;Matches
400;Igor Yurganov\Igor-Yurganov;ru RUS;DF;Sochi;25;1993;9;6;552;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
401;Artyom Yusupov\Artyom-Yusupov;ru RUS;FW;Ural;22;1997;1;0;2;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
402;Anton Zabolotny\Anton-Zabolotny;ru RUS;FW;Sochi;28;1991;13;9;840;2;2;0;0;3;0;0.21;0.21;0.43;0.21;0.43;Matches
403;Nikolai Zabolotny\Nikolai-Zabolotny;ru RUS;GK;Sochi;29;1990;4;4;360;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
404;Kirill Zaika\Kirill-Zaika;ru RUS;MF;Sochi;26;1992;1;1;79;0;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;Matches
405;Baktiyor Zainutdinov\Baktiyor-Zainutdinov;kz KAZ;MF;Rostov;21;1998;10;4;506;3;0;0;0;2;0;0.53;0.00;0.53;0.53;0.53;Matches
406;Kamil Zakirov\Kamil-Zakirov;ru RUS;MF;Rubin Kazan;20;1998;3;1;85;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
407;Azamat Zaseyev\Azamat-Zaseyev;ru RUS;DFMF;Ufa;31;1988;1;0;6;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
408;Mehdi Zeffane\Mehdi-Zeffane;dz ALG;DF;Samara;27;1992;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
409;Rifat Zhemaletdinov\Rifat-Zhemaletdinov;ru RUS;MF;Loko Moscow;22;1996;14;13;1119;1;2;0;0;4;0;0.08;0.16;0.24;0.08;0.24;Matches
410;Yuri Zhirkov\Yuri-Zhirkov;ru RUS;DFMF;Zenit;35;1983;15;9;837;2;2;0;0;2;0;0.22;0.22;0.43;0.22;0.43;Matches
411;Dmitri Zhivoglyadov\Dmitri-Zhivoglyadov;ru RUS;DFMF;Loko Moscow;25;1994;10;9;776;0;1;0;0;4;0;0.00;0.12;0.12;0.00;0.12;Matches
412;Anton Zinkovskiy\Anton-Zinkovskiy;ru RUS;MF;Samara;23;1996;19;15;1330;0;6;0;0;0;0;0.00;0.41;0.41;0.00;0.41;Matches
413;Roman Zobnin\Roman-Zobnin;ru RUS;MFDF;Spartak Moscow;25;1994;18;17;1547;1;0;0;0;2;0;0.06;0.00;0.06;0.06;0.06;Matches
414;Nikolay Zolotov\Nikolay-Zolotov;by BLR;DF;Ural;24;1994;1;1;90;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;Matches
415;Georgi Zotov\Georgi-Zotov;ru RUS;DFMF;Orenburg;29;1990;12;11;954;1;1;0;0;2;1;0.09;0.09;0.19;0.09;0.19;Matches
416;Aleksandr Zuyev\Aleksandr-Zuyev;ru RUS;MFDF;Rubin Kazan;23;1996;9;9;727;0;0;0;0;3;1;0.00;0.00;0.00;0.00;0.00;Matches
417;Aleksandr Zuyev\Aleksandr-Zuyev;ru RUS;MF;Rostov;23;1996;7;1;184;1;1;0;0;1;0;0.49;0.49;0.98;0.49;0.98;Matches
418;Luka Đorđević\Luka-Djordjevic;me MNE;FW;Loko Moscow;25;1994;4;1;80;0;1;0;0;0;0;0.00;1.13;1.13;0.00;1.13;Matches
